citrus fruit,semi-finished bread,margarine,ready soups,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32
sausage,other vegetables,whole milk,UHT-milk,frozen vegetables,frozen fish,cling film/bags,house keeping products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,grapes,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,beef,whole milk,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,hamburger meat,whole milk,processed cheese,rolls/buns,pastry,Instant food products,fruit/vegetable juice,salty snack,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,
pork,citrus fruit,whole milk,curd,yogurt,bottled beer,dishes,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,soap,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,beef,root vegetables,whole milk,curd,yogurt,hard cheese,cream cheese,domestic eggs,sweet spreads,dog food,napkins,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,berries,other vegetables,whole milk,curd,mayonnaise,rolls/buns,flour,margarine,sugar,cake bar,chocolate,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,root vegetables,butter milk,beverages,brown bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,
canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,female sanitary products,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,butter,domestic eggs,bottled water,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,beef,whole milk,rolls/buns,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,artif. sweetener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,UHT-milk,condensed milk,white bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuts/prunes,whole milk,rolls/buns,waffles,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,rolls/buns,coffee,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cream cheese,coffee,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,pickled vegetables,meat spreads,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,bottled beer,white wine,salty snack,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,butter,sliced cheese,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,other vegetables,butter,yogurt,soft cheese,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
curd,dessert,soda,bottled beer,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,other vegetables,whole milk,yogurt,frozen vegetables,bottled water,fruit/vegetable juice,bottled beer,salty snack,popcorn,,,,,,,,,,,,,,,,,,,,,,
beef,pip fruit,other vegetables,whole milk,curd cheese,rolls/buns,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,butter milk,sliced cheese,bottled water,cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,whole milk,whipped/sour cream,domestic eggs,pastry,meat spreads,instant coffee,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,nut snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,pork,hard cheese,domestic eggs,rolls/buns,pastry,sugar,salty snack,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,pip fruit,processed cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,tropical fruit,root vegetables,other vegetables,whole milk,curd,domestic eggs,cooking chocolate,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,whole milk,yogurt,pudding powder,sweet spreads,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,domestic eggs,brown bread,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,UHT-milk,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,soda,soap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,frozen meals,rolls/buns,bottled water,bottled beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,
roll products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,butter,butter milk,ice cream,coffee,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,specialty chocolate,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,root vegetables,onions,whipped/sour cream,rolls/buns,mustard,coffee,bottled water,soda,fruit/vegetable juice,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,
meat,other vegetables,yogurt,ice cream,fruit/vegetable juice,salty snack,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
salty snack,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,beef,frozen meals,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
herbs,whipped/sour cream,semi-finished bread,chewing gum,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,root vegetables,herbs,other vegetables,bottled water,bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,ice cream,pasta,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,margarine,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,yogurt,sugar,misc. beverages,abrasive cleaner,cleaner,dishes,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,beverages,brown bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,yogurt,pickled vegetables,bottled water,liquor,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,margarine,baking powder,bottled water,bottled beer,waffles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,bottled water,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,pastry,bottled water,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,root vegetables,butter,curd,chewing gum,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,cream cheese,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,yogurt,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,butter,yogurt,brown bread,margarine,fruit/vegetable juice,hygiene articles,newspapers,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,rolls/buns,soda,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,whole milk,sliced cheese,pasta,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,butter milk,brown bread,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,brown bread,oil,sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,pip fruit,whole milk,curd,pastry,flour,margarine,sugar,organic products,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,whipped/sour cream,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,domestic eggs,oil,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,hamburger meat,whole milk,soft cheese,frozen chicken,rolls/buns,margarine,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,margarine,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,berries,whole milk,rice,coffee,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,frozen dessert,rolls/buns,bottled water,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,root vegetables,other vegetables,whole milk,yogurt,pastry,soda,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,
beef,tropical fruit,margarine,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,meat,whole milk,butter,yogurt,cream cheese,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,
berries,other vegetables,yogurt,frozen fish,oil,margarine,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,butter,bottled water,male cosmetics,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuts/prunes,root vegetables,yogurt,condensed milk,ice cream,semi-finished bread,bottled beer,brandy,salty snack,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,grapes,root vegetables,herbs,other vegetables,whole milk,frozen vegetables,rice,dog food,bottled water,misc. beverages,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,,
citrus fruit,yogurt,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
processed cheese,rolls/buns,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cream cheese,processed cheese,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,butter,curd,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,pip fruit,spices,pet care,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,brown bread,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,brown bread,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,red/blush wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,root vegetables,whole milk,curd,pastry,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,frozen meals,pastry,fruit/vegetable juice,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,yogurt,artif. sweetener,rum,hygiene articles,napkins,photo/film,,,,,,,,,,,,,,,,,,,,,,,,
cookware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,berries,onions,whole milk,butter milk,yogurt,whipped/sour cream,cream cheese,mayonnaise,pastry,semi-finished bread,chocolate,specialty chocolate,hygiene articles,cling film/bags,,,,,,,,,,,,,,,,,
hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,dessert,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat food,soda,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pork,tropical fruit,pip fruit,other vegetables,whole milk,dessert,whipped/sour cream,cream cheese,frozen meals,cat food,salty snack,cake bar,chewing gum,specialty bar,seasonal products,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,canned fish,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,root vegetables,whole milk,butter,rolls/buns,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,root vegetables,whole milk,white bread,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,whole milk,curd,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,roll products,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog food,pet care,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,whole milk,butter,UHT-milk,cat food,pet care,detergent,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,yogurt,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,curd,yogurt,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwieback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,beverages,snack products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,brown bread,soda,bottled beer,salty snack,long life bakery product,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,curd,whipped/sour cream,pastry,baking powder,canned fruit,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,whole milk,hard cheese,curd cheese,sugar,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,berries,whole milk,butter,yogurt,whipped/sour cream,hard cheese,,,,,,,,,,,,,,,,,,,,,,,,,
butter,sliced cheese,frozen dessert,rolls/buns,pastry,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,hard cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,liquor (appetizer),nut snack,long life bakery product,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,frozen potato products,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,onions,herbs,whole milk,curd cheese,rolls/buns,oil,jam,bottled water,waffles,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whipped/sour cream,brown bread,bottled water,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,butter milk,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,butter,soft cheese,white bread,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,tropical fruit,nuts/prunes,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,tropical fruit,processed cheese,specialty vegetables,bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,ice cream,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,soft cheese,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,whole milk,whipped/sour cream,pastry,soda,chewing gum,chocolate,candy,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,yogurt,whipped/sour cream,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,coffee,candy,soap,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,frozen vegetables,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,butter,beverages,soda,photo/film,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,root vegetables,butter milk,canned fish,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,domestic eggs,sugar,coffee,napkins,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,brown bread,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,rolls/buns,prosecco,salty snack,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,
mayonnaise,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,domestic eggs,baking powder,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,soft cheese,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,beef,pip fruit,grapes,other vegetables,whole milk,butter,curd,yogurt,pastry,bottled water,hygiene articles,napkins,,,,,,,,,,,,,,,,,,
pip fruit,UHT-milk,curd cheese,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,other vegetables,whipped/sour cream,rolls/buns,brown bread,pastry,sugar,dishes,,,,,,,,,,,,,,,,,,,,,,,,
salt,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,whole milk,frozen meals,rolls/buns,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,brown bread,pastry,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,butter milk,brown bread,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,tropical fruit,rolls/buns,instant coffee,soda,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
berries,yogurt,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,pastry,cat food,canned beer,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,white bread,soap,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,snack products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pork,dessert,UHT-milk,margarine,specialty fat,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,beef,berries,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,other vegetables,rolls/buns,pastry,soap,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,instant coffee,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,whipped/sour cream,frozen vegetables,rolls/buns,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,
hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,curd,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,semi-finished bread,coffee,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,beef,onions,yogurt,UHT-milk,frozen fish,rolls/buns,margarine,sugar,salty snack,newspapers,,,,,,,,,,,,,,,,,,,,,
hamburger meat,root vegetables,whole milk,whipped/sour cream,flour,chocolate marshmallow,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,other vegetables,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,brandy,whisky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,brandy,whisky,chocolate,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
nuts/prunes,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,frozen fish,domestic eggs,sugar,misc. beverages,dental care,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,other vegetables,white bread,canned fruit,soda,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
curd cheese,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,dessert,yogurt,beverages,frozen vegetables,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,
butter milk,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sliced cheese,rolls/buns,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,butter milk,cream cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,brown bread,soda,misc. beverages,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,popcorn,specialty chocolate,specialty bar,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,packaged fruit/vegetables,rolls/buns,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,pastry,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,processed cheese,mayonnaise,domestic eggs,brown bread,oil,soda,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,
beef,curd,frozen vegetables,frozen dessert,rolls/buns,coffee,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen meals,rolls/buns,pastry,sugar,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,nuts/prunes,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
