age,job,marital,education,default,balance,housing,loan,contact,day,month,duration
55,blue-collar,married,unknown,no,23,no,no,cellular,30,jan,143
39,management,single,tertiary,no,0,yes,no,cellular,16,apr,81
36,services,single,secondary,no,398,yes,yes,unknown,17,jun,77
33,blue-collar,married,secondary,no,745,yes,no,unknown,23,may,115
48,management,single,tertiary,no,8106,no,no,unknown,17,nov,125
33,management,single,tertiary,no,0,no,no,cellular,19,aug,53
37,services,divorced,primary,no,260,yes,no,cellular,17,apr,446
48,unemployed,divorced,secondary,no,1266,yes,no,telephone,3,feb,45
44,services,single,secondary,no,1378,yes,no,unknown,8,may,257
31,housemaid,married,primary,no,25,no,no,cellular,21,aug,169
30,student,single,tertiary,no,7513,no,no,cellular,11,aug,269
56,entrepreneur,divorced,primary,no,29,no,no,cellular,29,jan,52
26,blue-collar,married,primary,no,5116,yes,no,cellular,22,jul,246
44,management,married,secondary,no,-1746,yes,no,unknown,20,jun,218
34,technician,single,secondary,no,475,yes,no,cellular,29,jul,538
30,admin.,single,secondary,no,105,yes,no,cellular,21,nov,75
33,technician,married,secondary,no,1844,yes,no,unknown,29,may,241
56,admin.,divorced,primary,no,0,no,yes,cellular,10,jul,542
53,management,married,tertiary,no,1343,no,no,cellular,5,aug,129
58,retired,married,primary,no,1987,no,no,telephone,14,jul,185
60,management,married,secondary,no,725,yes,no,cellular,8,jul,266
34,blue-collar,married,unknown,no,41,yes,no,cellular,6,may,34
33,blue-collar,single,secondary,no,3975,yes,yes,cellular,17,apr,515
41,management,married,tertiary,no,251,no,yes,unknown,6,jun,85
42,admin.,married,secondary,no,529,yes,yes,cellular,19,nov,193
23,services,married,secondary,no,-19,yes,no,unknown,20,jun,13
47,management,single,tertiary,no,440,no,no,cellular,21,aug,71
49,unemployed,married,tertiary,no,377,no,no,cellular,22,may,158
35,management,married,tertiary,no,2793,no,no,cellular,20,nov,258
72,retired,married,primary,no,796,no,no,cellular,24,apr,173
47,management,married,tertiary,no,6637,yes,no,cellular,17,apr,174
44,blue-collar,married,secondary,no,1071,yes,no,cellular,11,may,143
54,entrepreneur,married,unknown,no,1956,no,no,cellular,19,nov,221
46,admin.,divorced,secondary,no,7378,no,no,cellular,18,nov,466
55,admin.,married,secondary,no,865,yes,no,cellular,17,apr,85
50,management,single,primary,no,766,no,no,unknown,17,jun,174
23,blue-collar,single,unknown,no,817,yes,no,cellular,18,may,123
34,student,married,unknown,no,1387,no,no,cellular,30,apr,121
40,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,245
53,technician,married,secondary,no,4541,yes,no,unknown,15,may,190
57,technician,married,secondary,no,0,no,no,unknown,13,may,44
28,blue-collar,married,secondary,no,4287,no,no,cellular,30,apr,171
32,services,married,secondary,no,180,yes,no,telephone,15,may,45
38,blue-collar,married,secondary,no,171,yes,yes,unknown,20,may,172
27,services,single,secondary,no,259,yes,no,unknown,23,may,78
45,blue-collar,married,secondary,no,827,yes,no,unknown,15,may,319
31,services,single,secondary,no,469,no,yes,cellular,2,feb,111
30,blue-collar,single,primary,no,71,yes,no,unknown,19,may,122
54,technician,married,secondary,no,0,no,no,telephone,14,aug,159
46,management,married,tertiary,no,477,yes,no,unknown,20,may,128
43,technician,single,secondary,no,593,yes,no,unknown,5,may,55
30,management,single,tertiary,no,775,yes,no,unknown,16,jun,124
30,management,married,secondary,no,-559,yes,yes,cellular,7,may,98
45,housemaid,married,primary,no,4994,no,no,unknown,20,jun,48
60,management,married,primary,no,4895,no,no,unknown,9,jun,313
35,blue-collar,single,secondary,no,376,yes,yes,unknown,6,may,207
38,management,married,tertiary,no,389,yes,no,unknown,6,may,262
46,management,divorced,tertiary,no,225,yes,no,cellular,14,may,201
36,admin.,single,secondary,no,1927,yes,no,cellular,18,nov,288
30,management,married,tertiary,no,562,no,no,cellular,21,aug,137
34,management,married,tertiary,no,2892,yes,yes,cellular,30,jul,1165
33,technician,divorced,secondary,no,0,yes,no,cellular,7,may,177
46,management,single,secondary,no,295,yes,no,unknown,23,may,141
48,admin.,married,secondary,no,292,yes,yes,cellular,29,jul,164
37,admin.,married,tertiary,no,0,yes,no,cellular,21,jul,115
32,technician,married,secondary,no,4,no,no,cellular,4,feb,145
45,blue-collar,married,primary,no,13117,no,no,unknown,11,jun,42
44,services,married,secondary,no,27,no,no,cellular,25,may,485
52,management,married,tertiary,no,-1224,yes,no,cellular,7,may,253
45,management,divorced,tertiary,no,959,no,no,unknown,18,jun,74
34,management,married,tertiary,no,0,no,no,cellular,20,aug,263
25,blue-collar,married,primary,yes,-589,yes,no,unknown,3,jun,233
26,management,single,tertiary,no,-8,no,no,cellular,13,aug,402
57,management,married,unknown,no,0,no,no,cellular,30,sep,585
48,management,married,primary,no,247,yes,yes,unknown,14,may,145
47,blue-collar,married,secondary,yes,-614,yes,no,unknown,26,may,118
32,blue-collar,married,primary,no,642,no,yes,cellular,8,jul,524
58,retired,married,secondary,no,11,no,no,cellular,11,aug,270
57,management,married,primary,no,-226,yes,no,unknown,4,jun,272
31,entrepreneur,married,tertiary,no,5191,no,no,cellular,20,nov,187
33,blue-collar,single,secondary,no,-320,no,no,cellular,18,may,268
53,entrepreneur,married,tertiary,no,2289,yes,yes,cellular,17,nov,183
36,admin.,married,secondary,no,725,yes,no,cellular,27,feb,123
32,technician,single,tertiary,no,705,yes,no,cellular,20,apr,20
33,technician,single,secondary,no,647,yes,yes,cellular,4,feb,124
42,admin.,married,unknown,no,642,yes,yes,unknown,16,may,509
41,services,married,secondary,no,171,no,no,cellular,21,jul,71
54,services,married,secondary,no,812,no,no,cellular,31,jul,113
28,technician,single,secondary,no,1453,yes,no,cellular,12,may,246
24,blue-collar,single,unknown,no,431,yes,no,unknown,3,jun,108
30,admin.,single,secondary,no,1009,yes,no,cellular,29,jan,253
32,self-employed,married,primary,no,286,yes,no,cellular,6,aug,175
53,entrepreneur,married,tertiary,no,22370,yes,no,unknown,15,may,106
42,blue-collar,married,primary,no,2111,yes,no,cellular,7,may,86
48,blue-collar,married,primary,no,5366,yes,no,unknown,21,may,248
33,technician,married,secondary,no,181,yes,yes,telephone,28,jul,265
50,blue-collar,married,secondary,no,2320,yes,no,cellular,7,apr,310
56,unemployed,divorced,primary,no,1770,no,no,cellular,5,feb,916
56,admin.,divorced,secondary,no,3337,yes,no,telephone,17,nov,99
37,admin.,single,secondary,no,-296,yes,no,cellular,20,apr,81
49,management,single,tertiary,no,588,no,no,cellular,28,aug,70
39,housemaid,single,primary,no,109,yes,no,unknown,6,may,699
44,services,single,secondary,no,5045,yes,no,cellular,21,nov,20
39,self-employed,married,tertiary,no,585,yes,no,cellular,18,nov,48
46,technician,single,secondary,no,834,yes,no,cellular,11,jul,196
38,blue-collar,married,primary,no,290,yes,no,cellular,16,apr,283
50,management,married,tertiary,no,1240,no,no,cellular,12,aug,474
27,admin.,single,tertiary,no,3672,yes,no,cellular,15,may,157
44,management,married,tertiary,no,13893,no,no,unknown,11,jun,29
46,blue-collar,married,primary,no,143,yes,no,unknown,7,may,279
29,blue-collar,married,secondary,no,228,yes,no,cellular,11,may,12
33,services,married,primary,no,6904,no,no,telephone,20,nov,114
40,management,married,tertiary,no,1734,yes,no,unknown,2,jun,169
52,management,married,tertiary,no,575,no,no,unknown,3,jun,315
51,blue-collar,married,secondary,no,397,yes,no,cellular,20,aug,293
33,blue-collar,married,secondary,no,640,yes,no,cellular,3,feb,439
54,services,married,secondary,no,158,yes,no,unknown,19,may,198
44,management,married,secondary,no,2984,yes,no,unknown,15,may,770
50,entrepreneur,married,secondary,no,1011,yes,no,telephone,30,jul,340
42,management,married,secondary,no,2416,yes,no,unknown,20,may,138
28,services,single,secondary,no,-427,yes,yes,unknown,21,may,965
56,admin.,married,secondary,no,2146,no,yes,unknown,9,jun,594
32,technician,single,secondary,no,0,no,no,cellular,21,aug,126
32,unemployed,married,secondary,no,10,yes,no,unknown,6,may,501
57,retired,married,primary,no,1238,yes,no,cellular,15,jul,274
49,admin.,single,secondary,no,981,yes,no,telephone,21,nov,10
56,entrepreneur,married,unknown,no,575,no,no,unknown,20,jun,18
48,admin.,divorced,unknown,no,-70,no,no,cellular,14,may,243
42,housemaid,divorced,tertiary,no,364,no,no,cellular,18,nov,52
28,blue-collar,single,secondary,no,43,no,no,unknown,19,may,190
40,management,married,secondary,no,99,no,no,cellular,9,feb,15
58,housemaid,married,primary,no,0,yes,no,telephone,9,jul,148
34,technician,married,secondary,no,351,yes,no,cellular,18,jul,467
44,blue-collar,married,primary,no,887,yes,no,cellular,12,may,165
39,services,married,secondary,no,-540,no,no,unknown,6,jun,29
32,management,single,tertiary,no,347,yes,no,cellular,18,may,213
59,self-employed,married,tertiary,no,3800,no,yes,cellular,9,jul,70
60,retired,married,primary,no,0,no,no,telephone,30,jul,130
74,retired,married,secondary,no,935,no,no,cellular,26,jan,100
30,services,married,secondary,no,699,yes,no,unknown,29,may,544
52,admin.,single,primary,no,0,no,no,unknown,19,may,182
24,blue-collar,married,secondary,no,-220,yes,no,cellular,2,apr,90
29,services,married,secondary,no,11417,yes,no,unknown,28,may,272
33,housemaid,married,primary,no,212,yes,no,cellular,11,jul,260
34,blue-collar,married,secondary,no,67,yes,yes,unknown,8,may,672
36,management,single,tertiary,no,678,no,yes,unknown,4,jul,85
45,technician,married,secondary,no,1673,no,no,cellular,23,oct,76
36,admin.,single,secondary,no,319,yes,no,cellular,18,may,120
36,management,married,tertiary,no,23,no,no,cellular,26,aug,133
45,blue-collar,married,primary,no,0,no,no,cellular,26,aug,454
32,technician,divorced,secondary,no,-399,yes,no,unknown,2,jun,180
34,management,married,tertiary,no,1310,no,no,telephone,30,jan,521
40,admin.,married,secondary,no,0,yes,yes,cellular,17,nov,57
48,blue-collar,married,secondary,no,1738,yes,no,cellular,15,apr,349
36,blue-collar,married,secondary,no,-206,yes,no,unknown,8,may,177
34,management,married,tertiary,no,697,no,no,cellular,5,aug,166
37,blue-collar,married,primary,no,403,yes,no,cellular,8,may,318
64,retired,divorced,tertiary,no,890,no,no,cellular,3,jul,531
45,technician,divorced,secondary,no,809,yes,no,cellular,13,may,155
57,housemaid,married,secondary,no,158,yes,no,telephone,10,jul,73
27,services,single,secondary,yes,-1,no,no,cellular,22,jul,60
58,housemaid,married,secondary,no,2705,no,no,telephone,14,aug,137
41,management,married,unknown,no,2457,yes,no,unknown,9,may,285
58,management,married,tertiary,no,541,yes,no,cellular,8,may,98
57,retired,married,tertiary,no,31,no,no,cellular,19,aug,260
32,management,married,tertiary,no,273,yes,yes,cellular,18,jul,97
28,management,single,tertiary,no,5549,no,no,cellular,28,jul,383
47,unknown,married,unknown,no,677,no,no,cellular,7,aug,384
41,self-employed,married,primary,no,340,no,no,unknown,6,jun,37
29,technician,married,secondary,no,0,yes,no,cellular,28,jul,83
35,technician,single,secondary,no,175,yes,no,cellular,29,jan,219
32,management,single,tertiary,no,2629,no,no,cellular,28,aug,77
59,housemaid,married,tertiary,no,0,no,yes,cellular,29,jul,376
48,services,married,secondary,yes,-20,no,no,cellular,20,aug,142
44,management,married,tertiary,no,1242,yes,no,cellular,6,aug,384
58,management,married,primary,no,2769,yes,no,cellular,11,jul,94
34,technician,single,tertiary,no,9851,yes,no,cellular,20,nov,128
26,housemaid,married,secondary,no,-759,yes,no,cellular,11,jul,191
32,technician,married,secondary,no,687,no,no,cellular,20,aug,161
31,management,married,secondary,no,1368,yes,no,cellular,12,aug,129
27,blue-collar,single,primary,no,-179,yes,no,cellular,15,may,54
60,admin.,married,secondary,no,-396,yes,no,cellular,11,may,443
51,admin.,married,secondary,no,2967,no,no,unknown,17,jun,83
52,self-employed,married,secondary,no,9,no,yes,unknown,6,jun,44
48,blue-collar,married,secondary,no,1159,yes,yes,cellular,15,may,1181
45,technician,married,primary,no,-322,no,no,unknown,9,jun,225
33,blue-collar,single,primary,no,92,yes,no,unknown,9,may,127
52,services,married,secondary,no,2072,no,no,cellular,10,jul,224
47,entrepreneur,married,tertiary,no,459,yes,no,cellular,29,jul,189
54,unknown,married,secondary,no,1157,no,no,cellular,26,may,98
34,blue-collar,married,secondary,no,8309,yes,yes,cellular,19,nov,50
39,technician,single,tertiary,no,1043,no,no,cellular,18,aug,195
37,management,married,tertiary,no,1689,yes,no,unknown,29,may,645
26,unemployed,single,secondary,no,461,no,no,cellular,28,jan,214
37,technician,single,secondary,no,61,yes,no,unknown,19,may,182
35,self-employed,single,secondary,no,1732,no,no,telephone,21,nov,1441
35,technician,married,secondary,no,1067,no,yes,cellular,12,aug,179
57,unemployed,married,primary,no,0,no,no,unknown,9,jun,540
58,retired,married,secondary,no,14412,no,no,cellular,18,nov,297
27,technician,married,secondary,no,7,yes,no,unknown,15,may,98
39,technician,married,secondary,no,994,no,no,cellular,5,feb,221
36,entrepreneur,married,tertiary,no,6,no,no,telephone,30,oct,246
42,technician,single,secondary,no,0,no,no,cellular,21,aug,656
23,blue-collar,single,primary,no,8627,yes,no,unknown,3,jun,281
34,management,married,tertiary,no,133,yes,no,unknown,8,may,65
57,retired,married,primary,no,-464,yes,no,cellular,4,feb,75
49,services,married,secondary,no,1114,no,no,cellular,17,nov,283
57,blue-collar,married,primary,no,1592,no,yes,unknown,20,jun,78
59,retired,married,unknown,no,0,no,no,unknown,8,may,425
57,admin.,married,tertiary,no,46,no,no,cellular,7,aug,238
34,blue-collar,married,secondary,no,1221,yes,no,cellular,6,may,182
35,blue-collar,divorced,secondary,no,0,yes,no,unknown,8,may,477
42,blue-collar,married,primary,no,-10,yes,no,unknown,9,may,291
57,services,married,tertiary,no,10,no,no,telephone,8,jul,320
45,blue-collar,married,secondary,no,784,yes,yes,unknown,3,jun,34
53,retired,married,secondary,no,6095,yes,yes,cellular,14,may,410
63,retired,married,tertiary,no,133,yes,no,cellular,13,feb,104
24,admin.,single,secondary,no,926,yes,yes,cellular,15,may,191
54,services,married,secondary,no,88,yes,no,unknown,13,may,190
45,admin.,married,secondary,no,0,no,no,cellular,19,aug,145
49,blue-collar,married,primary,no,1032,yes,no,unknown,2,jun,41
58,unemployed,married,secondary,no,610,yes,no,telephone,29,jul,246
48,management,single,tertiary,no,414,no,no,cellular,21,jul,761
37,self-employed,married,tertiary,no,0,no,no,unknown,6,jun,143
37,blue-collar,married,secondary,no,685,yes,no,unknown,6,jun,968
47,admin.,single,secondary,no,2540,no,no,cellular,18,nov,110
25,services,single,secondary,no,-352,no,no,cellular,15,jul,246
58,blue-collar,married,secondary,no,602,yes,no,cellular,13,may,201
52,management,married,secondary,no,-588,yes,no,cellular,22,jul,81
59,blue-collar,married,secondary,no,5314,yes,no,cellular,5,may,200
33,blue-collar,single,primary,no,1,yes,no,cellular,20,apr,257
34,technician,single,tertiary,no,632,no,no,cellular,22,aug,215
35,technician,single,secondary,no,5731,yes,no,cellular,4,may,164
41,technician,married,secondary,no,902,no,no,unknown,16,jun,35
31,blue-collar,married,unknown,no,-120,yes,no,cellular,17,jul,231
53,management,divorced,secondary,no,112,no,yes,cellular,11,aug,246
35,services,married,secondary,no,0,no,yes,telephone,9,jul,42
27,technician,single,tertiary,no,808,yes,no,cellular,15,may,578
35,self-employed,married,secondary,no,670,no,no,cellular,9,jul,378
32,technician,married,secondary,no,782,yes,no,unknown,26,may,116
59,housemaid,divorced,primary,no,195,no,no,unknown,5,may,366
54,services,married,unknown,no,7864,yes,no,unknown,15,may,145
55,technician,married,unknown,no,574,yes,no,cellular,29,jan,243
36,technician,divorced,tertiary,no,1174,yes,no,cellular,18,nov,192
56,admin.,married,secondary,no,1270,yes,no,cellular,17,nov,80
42,self-employed,married,tertiary,no,753,no,no,unknown,17,jun,31
46,blue-collar,married,primary,no,1291,yes,no,cellular,14,may,142
43,management,married,tertiary,no,2886,no,no,cellular,20,nov,230
40,technician,married,secondary,no,2715,yes,no,unknown,29,may,125
49,entrepreneur,married,secondary,no,1916,no,yes,telephone,14,jul,281
37,management,married,tertiary,no,547,yes,yes,unknown,21,may,143
37,services,married,secondary,no,1,no,no,unknown,15,may,395
28,admin.,single,secondary,no,775,no,no,cellular,29,jan,603
35,unknown,married,primary,no,634,no,no,cellular,7,jul,185
53,blue-collar,single,secondary,no,5715,no,no,cellular,28,jan,287
29,technician,married,tertiary,no,858,yes,no,cellular,12,jun,234
40,entrepreneur,married,secondary,no,1532,yes,yes,cellular,18,nov,173
57,retired,married,primary,no,75,no,no,cellular,28,aug,118
46,management,married,tertiary,no,1285,yes,no,unknown,27,may,89
52,admin.,married,secondary,no,693,no,no,unknown,12,jun,271
41,admin.,single,secondary,no,748,no,no,telephone,21,nov,94
47,technician,married,secondary,no,1990,yes,yes,cellular,25,aug,108
43,technician,married,tertiary,no,192,no,no,cellular,5,aug,203
37,technician,single,secondary,no,267,no,no,cellular,13,may,121
34,technician,single,tertiary,no,586,yes,no,unknown,16,may,489
30,blue-collar,single,secondary,no,648,yes,yes,unknown,8,may,287
57,entrepreneur,divorced,secondary,yes,25,yes,no,cellular,11,may,652
57,retired,married,secondary,no,49,yes,yes,cellular,25,aug,93
34,management,married,tertiary,no,1116,yes,no,cellular,25,jul,53
28,management,single,tertiary,no,2380,no,no,cellular,14,sep,394
38,blue-collar,married,secondary,no,376,yes,no,unknown,7,may,1521
45,technician,married,tertiary,no,265,no,no,cellular,28,aug,14
27,blue-collar,married,secondary,no,818,yes,no,unknown,3,jun,188
30,admin.,married,secondary,no,2678,yes,no,cellular,18,may,23
38,admin.,married,tertiary,no,1980,no,no,cellular,5,aug,176
36,management,married,tertiary,no,1582,no,no,telephone,3,feb,26
32,services,married,secondary,no,61,yes,no,cellular,8,jul,529
41,management,married,tertiary,no,437,yes,no,unknown,3,jun,14
37,management,married,tertiary,no,489,yes,no,cellular,7,aug,205
41,admin.,married,secondary,no,21515,yes,no,unknown,5,jun,87
33,technician,married,secondary,no,58,yes,no,telephone,29,aug,57
54,housemaid,divorced,secondary,no,1327,no,no,unknown,5,jun,115
55,services,married,secondary,no,557,no,no,unknown,19,jun,58
32,technician,single,tertiary,no,741,yes,no,cellular,11,aug,238
48,management,married,primary,no,3230,yes,no,telephone,20,nov,207
39,admin.,single,tertiary,no,2600,yes,no,unknown,17,jun,77
46,admin.,married,secondary,no,120,yes,no,unknown,14,may,20
47,blue-collar,married,primary,no,881,yes,no,cellular,14,may,143
42,services,married,secondary,no,96,yes,no,cellular,5,may,238
40,self-employed,married,secondary,no,167,yes,yes,cellular,8,may,380
43,entrepreneur,married,tertiary,no,1574,yes,no,cellular,19,nov,167
42,blue-collar,married,primary,no,260,yes,no,telephone,31,jul,175
32,services,single,secondary,no,48,yes,no,cellular,20,apr,8
31,technician,single,secondary,no,35,no,yes,cellular,16,jul,229
36,management,single,tertiary,no,0,no,no,cellular,11,aug,108
35,management,single,tertiary,no,2486,yes,no,cellular,25,may,265
34,management,single,tertiary,no,340,yes,no,unknown,3,jun,633
33,management,single,secondary,no,1558,yes,no,cellular,17,apr,97
30,admin.,married,tertiary,no,400,yes,no,cellular,7,may,223
31,management,single,tertiary,no,2590,no,no,cellular,23,sep,103
36,management,married,tertiary,no,0,yes,yes,unknown,3,jun,599
44,technician,single,tertiary,no,900,yes,no,cellular,29,jan,322
31,management,single,tertiary,no,385,yes,no,unknown,21,may,304
55,blue-collar,married,primary,no,1649,yes,no,cellular,12,may,52
36,admin.,married,secondary,no,0,yes,yes,cellular,9,feb,101
35,admin.,married,secondary,no,0,no,no,unknown,7,may,326
40,services,married,secondary,no,771,yes,no,cellular,15,may,173
49,services,married,secondary,no,280,yes,no,telephone,14,jul,162
31,technician,single,tertiary,no,614,no,no,cellular,11,aug,72
42,retired,single,tertiary,no,308,no,no,cellular,30,jan,114
35,management,divorced,tertiary,no,160,yes,no,unknown,4,jun,141
29,blue-collar,single,secondary,no,555,yes,no,cellular,15,may,133
29,technician,single,secondary,no,778,yes,no,unknown,6,jun,1994
35,services,married,secondary,no,128,yes,no,cellular,12,may,136
49,admin.,married,primary,no,169,yes,no,cellular,15,may,82
51,services,divorced,secondary,no,12,yes,no,cellular,17,nov,150
61,housemaid,married,primary,no,848,no,no,cellular,27,apr,605
43,management,married,secondary,no,481,yes,no,telephone,18,nov,164
42,services,married,tertiary,no,12223,yes,no,cellular,19,nov,36
24,blue-collar,married,secondary,no,-254,yes,yes,unknown,27,may,290
34,services,married,secondary,no,-315,yes,no,unknown,8,may,56
43,management,divorced,tertiary,no,497,no,no,cellular,13,may,66
26,services,single,secondary,no,50,yes,no,cellular,12,aug,153
51,blue-collar,married,unknown,no,1883,yes,no,unknown,5,may,57
38,technician,married,secondary,no,0,no,no,cellular,28,aug,82
31,admin.,single,secondary,no,68,yes,no,cellular,16,apr,570
31,services,married,secondary,no,440,yes,no,unknown,17,jun,117
28,services,single,secondary,no,2685,no,yes,unknown,24,aug,5
26,admin.,divorced,secondary,yes,-3,yes,no,unknown,13,may,181
49,management,married,tertiary,no,7007,no,no,cellular,17,nov,325
46,blue-collar,married,secondary,no,-1400,yes,no,telephone,6,may,309
80,retired,married,primary,no,1548,no,no,cellular,6,aug,331
40,blue-collar,married,secondary,no,326,yes,yes,cellular,7,jul,112
42,technician,divorced,secondary,no,0,yes,no,unknown,30,may,115
26,admin.,single,secondary,no,802,no,no,cellular,30,jan,77
40,student,married,secondary,no,260,no,no,cellular,19,nov,52
37,services,single,tertiary,no,223,yes,no,unknown,28,may,25
41,blue-collar,married,primary,no,293,yes,yes,cellular,7,may,102
37,technician,married,secondary,no,2707,yes,no,telephone,16,jul,109
39,management,married,tertiary,no,894,yes,no,cellular,20,apr,491
31,technician,divorced,secondary,no,202,yes,no,cellular,18,jul,146
34,management,single,tertiary,no,0,no,no,cellular,21,aug,191
44,technician,married,tertiary,no,1707,no,no,cellular,8,aug,406
35,technician,married,secondary,no,13658,yes,no,telephone,9,dec,220
39,admin.,married,secondary,no,406,no,no,cellular,30,jul,253
25,student,single,tertiary,no,1433,yes,no,cellular,15,may,520
28,blue-collar,married,secondary,no,225,yes,yes,unknown,7,may,866
56,blue-collar,married,primary,no,828,yes,no,cellular,14,may,214
37,blue-collar,married,primary,no,655,yes,no,cellular,5,feb,127
32,admin.,single,secondary,no,10218,yes,no,cellular,19,nov,149
29,admin.,single,tertiary,no,14,no,no,cellular,29,sep,87
32,services,married,secondary,no,132,yes,yes,unknown,19,may,343
24,blue-collar,married,secondary,no,9,yes,no,unknown,27,may,292
43,management,single,secondary,no,1029,yes,no,unknown,2,jun,145
38,management,married,tertiary,no,1198,yes,no,cellular,2,feb,63
39,admin.,married,secondary,no,260,yes,no,cellular,17,apr,146
51,admin.,married,secondary,no,423,yes,yes,cellular,16,oct,95
46,admin.,married,secondary,no,466,yes,no,cellular,29,jan,169
30,blue-collar,married,secondary,no,125,yes,no,unknown,29,may,238
32,technician,single,tertiary,no,930,no,no,cellular,27,aug,85
27,management,single,tertiary,no,0,yes,no,cellular,30,jan,323
58,blue-collar,married,primary,no,73,no,no,unknown,17,jun,116
58,blue-collar,married,primary,no,0,yes,no,unknown,29,may,535
33,management,single,tertiary,no,349,no,no,cellular,22,aug,182
39,services,married,primary,no,1601,yes,no,unknown,23,may,201
28,blue-collar,married,secondary,no,131,yes,no,unknown,12,may,147
48,blue-collar,married,unknown,no,439,yes,no,cellular,2,feb,212
33,blue-collar,married,secondary,no,625,yes,no,unknown,28,may,410
28,admin.,married,secondary,no,934,yes,no,unknown,4,jul,53
34,technician,married,secondary,no,1553,no,no,cellular,20,aug,200
33,blue-collar,divorced,secondary,no,-131,yes,no,unknown,16,may,145
36,admin.,single,secondary,no,47,no,yes,cellular,9,jul,36
34,technician,married,tertiary,no,544,yes,yes,cellular,18,nov,58
36,blue-collar,married,secondary,no,688,yes,no,unknown,6,may,174
27,student,single,tertiary,no,118,no,no,cellular,25,may,112
39,services,married,secondary,no,0,yes,no,cellular,8,may,503
40,self-employed,married,tertiary,no,1603,no,no,unknown,17,jun,279
46,blue-collar,married,primary,no,147,yes,no,cellular,6,may,116
52,technician,married,secondary,no,11,yes,no,unknown,13,may,420
32,blue-collar,married,secondary,no,736,yes,no,unknown,23,may,700
37,admin.,married,secondary,no,1123,no,yes,unknown,28,may,138
51,services,married,secondary,no,0,no,yes,unknown,26,jun,565
33,admin.,single,secondary,no,894,no,no,cellular,5,feb,509
35,management,married,tertiary,no,552,yes,yes,cellular,19,nov,314
30,services,single,primary,no,79,yes,no,cellular,15,may,317
31,services,married,tertiary,no,309,yes,yes,unknown,7,may,294
47,services,single,secondary,no,33,yes,no,cellular,5,may,298
59,blue-collar,married,secondary,no,681,yes,no,telephone,14,apr,427
32,blue-collar,married,secondary,no,1787,yes,no,cellular,12,may,87
41,blue-collar,married,primary,no,4,no,no,cellular,23,jul,74
35,blue-collar,married,primary,no,3587,yes,no,unknown,30,may,148
45,technician,married,secondary,no,49,no,no,cellular,29,jul,65
46,blue-collar,divorced,primary,no,1712,no,no,unknown,19,jun,110
46,blue-collar,married,secondary,no,4855,yes,no,cellular,10,aug,1529
30,services,single,secondary,no,334,no,no,cellular,29,jan,389
35,management,single,tertiary,no,252,yes,no,cellular,8,aug,89
26,entrepreneur,married,tertiary,no,37,yes,yes,cellular,6,may,207
60,admin.,married,secondary,no,3043,no,no,cellular,19,aug,235
48,technician,single,tertiary,no,-551,yes,no,cellular,11,may,168
59,technician,divorced,secondary,no,879,yes,no,unknown,26,may,228
38,entrepreneur,married,tertiary,no,1514,no,yes,cellular,21,nov,160
34,management,single,tertiary,no,178,yes,no,cellular,15,may,14
56,technician,married,secondary,no,359,yes,no,unknown,6,jun,220
44,blue-collar,divorced,secondary,no,221,no,no,cellular,30,jul,149
34,blue-collar,married,secondary,no,470,yes,yes,cellular,20,apr,217
53,retired,married,secondary,no,1278,yes,no,telephone,15,jul,174
45,technician,divorced,secondary,no,976,yes,no,cellular,17,apr,183
52,admin.,married,secondary,no,199,no,no,cellular,28,jan,978
20,student,single,secondary,no,502,no,no,cellular,30,apr,261
68,retired,divorced,secondary,no,4189,no,no,telephone,14,jul,897
30,unemployed,single,tertiary,no,302,no,no,cellular,11,feb,528
40,management,married,tertiary,no,-17,yes,yes,cellular,11,may,474
78,retired,divorced,primary,no,229,no,no,telephone,22,oct,97
32,blue-collar,married,secondary,no,2089,yes,no,cellular,14,nov,132
50,self-employed,divorced,tertiary,no,13,yes,no,cellular,20,apr,76
61,admin.,married,unknown,no,4629,yes,no,cellular,27,jan,181
45,blue-collar,divorced,primary,no,844,no,no,unknown,5,jun,1018
34,technician,married,tertiary,no,1539,yes,no,cellular,15,jun,441
37,management,married,tertiary,no,0,no,no,cellular,16,jul,268
80,housemaid,married,primary,no,0,no,no,cellular,23,feb,639
52,services,married,secondary,no,657,no,no,telephone,7,jul,398
37,management,married,tertiary,no,1315,no,no,cellular,30,jun,224
38,technician,single,secondary,no,-242,yes,no,cellular,18,may,1173
32,management,divorced,tertiary,no,883,yes,no,cellular,10,dec,798
56,unemployed,married,primary,no,3391,no,no,cellular,21,apr,243
47,admin.,married,secondary,no,3676,no,no,cellular,18,oct,567
25,student,single,secondary,no,331,no,no,telephone,26,aug,170
25,technician,single,secondary,no,505,no,yes,cellular,17,nov,386
32,management,single,tertiary,no,2,yes,no,cellular,11,sep,100
77,retired,divorced,tertiary,no,4659,no,no,cellular,14,apr,161
50,blue-collar,married,unknown,no,2284,yes,no,telephone,31,jul,1088
55,admin.,married,secondary,no,602,no,no,cellular,1,jun,324
36,management,married,tertiary,no,495,no,no,cellular,12,mar,213
52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,aug,267
59,technician,married,secondary,no,2308,no,no,cellular,30,apr,815
30,technician,single,secondary,no,-522,yes,yes,cellular,5,may,670
33,admin.,married,secondary,no,0,yes,no,telephone,17,jul,1448
49,admin.,married,secondary,no,3608,yes,no,unknown,13,nov,231
