pctFgnImmig-3,pctFgnImmig-5,pctFgnImmig-8,pctFgnImmig-10,pctImmig-3,pctImmig-5,pctImmig-8,pctImmig-10,pctSpeakOnlyEng,pctNotSpeakEng,pctLargHousFam,pctLargHous,persPerOccupHous,persPerOwnOccup,persPerRenterOccup,pctPersOwnOccup,pctPopDenseHous,pctSmallHousUnits,medNumBedrm,houseVacant,pctHousOccup,pctHousOwnerOccup,pctVacantBoarded,pctVacant6up,medYrHousBuilt,pctHousWOphone,pctHousWOplumb,ownHousLowQ,ownHousMed,ownHousUperQ,ownHousQrange,rentLowQ,rentMed,rentUpperQ,rentQrange,medGrossRent,medRentpctHousInc,medOwnCostpct,medOwnCostPctWO,persEmergShelt,persHomeless,pctForeignBorn,pctBornStateResid,pctSameHouse-5,pctSameCounty-5,pctSameState-5,landArea,popDensity,pctUsePubTrans,pctOfficDrugUnit,class
11.3,21.25,30.88,36.26,0.54,1.01,1.47,1.73,92.81,1.24,3.56,2.06,2.22,2.32,2.13,45.27,3.51,63.52,2,887,95.78,43.14,2.14,17.25,1961,4.89,0.42,47100,61300,82600,35500,269,332,389,120,393,27.2,18.1,11.7,185,23,4.77,33.21,40.77,72.92,79.06,14.6,3167.2,4.38,0,2
22.28,40.08,50.08,58.66,3.35,6.03,7.54,8.83,81.35,6.18,12.9,9.47,3.02,3.23,2.8,54.49,10.44,49.08,3,917,94.29,50.98,5.56,39.48,1948,7.43,0.68,107800,141400,174800,67000,443,558,658,215,627,27,25,15.2,4,16,15.06,50.04,56.58,79.36,88.3,6.3,7442.1,7.17,6.35,2
5.37,5.37,5.37,10.54,0.17,0.17,0.17,0.33,94.61,0.48,3.27,2.47,2.54,2.47,2.8,76.28,2,46.75,3,845,87.73,78.47,1.18,36.33,1981,4.17,0.26,52000,62700,74700,22700,338,389,454,116,496,26.4,23.6,12.1,0,0,3.16,23.54,39.41,68.07,74.72,7.5,2031.9,0.15,0,2
5.98,10.51,12.32,13.04,0.21,0.37,0.44,0.46,95.17,0.36,4.09,3.17,2.74,2.8,2.43,85.57,0.88,33.78,3,1679,76.8,83.73,1.19,19.06,1978,0.18,0.17,132800,160100,202800,70000,463,634,761,298,764,28.5,24.9,15.6,0,0,3.56,69.63,47.15,70.76,87.52,44.6,347.3,0.94,0,1
15.93,24.78,30.17,36.21,1.05,1.64,2,2.4,80.65,2.6,5.28,2.99,2.29,2.41,2.22,38.86,4.5,62.46,2,1258,89.49,36.91,5.01,28.7,1939,6.34,0.53,105500,131600,162900,57400,319,455,549,230,526,27.7,27.2,14.6,30,1,6.62,45.15,41.52,68.42,73.59,5.7,4972.5,2.88,0,2
16.46,27.54,40.06,51.91,3.95,6.62,9.63,12.47,67.85,7,6.59,4.88,2.77,2.85,2.63,65.56,9.41,54.62,2,493,95.73,63.74,2.64,27.38,1954,2.02,0.41,203700,255900,314100,110400,504,641,830,326,716,29,23.1,11.6,0,0,24.03,49.88,57.27,87.66,90.2,4.2,7483.2,2.93,0,1
0,15.2,26.4,33.6,0,0.17,0.3,0.38,96.86,0.51,3.18,2.58,2.84,2.95,2.41,82.26,2.17,27.71,3,135,96.63,79.1,2.22,53.33,1977,0.72,0.17,60900,77800,96100,35200,187,252,413,226,428,26.9,16.9,13.2,4,0,1.13,67.78,53.17,72.07,89.17,12.2,905.6,0,0,1
20.07,30.01,35.67,40.02,4.25,6.35,7.54,8.46,61.86,9.2,6.62,3.87,2.3,2.38,2.21,54.08,3.67,63.4,2,793,90.89,52.28,10.72,64.44,1939,10.19,1.38,14999,21000,28200,13201,178,235,286,108,320,30.1,14.5,13.4,0,0,21.15,64.68,59.37,86.41,92.27,2.2,8412.1,3.94,0,1
7.73,8.7,20.52,25.89,0.66,0.74,1.75,2.21,89.85,0.86,4.35,3.58,2.91,2.95,2.45,92.11,0.48,21.75,3,200,94.93,90.65,1,35.5,1975,0.32,0,193700,239500,292200,98500,478,642,989,511,947,24.7,23.7,14.9,3,0,8.55,56.45,55.02,67.82,87.16,21,518.8,1.91,0,1
35.32,46.26,53.36,60.08,1.56,2.04,2.35,2.65,93.23,0.55,3,3.14,2.68,2.84,2.46,60.18,3.68,41.77,3,116,95.37,56.73,2.59,42.24,1966,0.38,0.04,154600,180600,226000,71400,304,453,802,498,493,35.1,24,11.9,0,0,4.41,25.41,25.81,31.99,60.23,23.2,509.3,2.49,0,1
0,2.85,2.85,2.85,0,0.12,0.12,0.12,91.42,0.48,3.7,3,2.78,2.91,1.87,91.2,0.54,25.73,3,126,97.37,86.9,1.59,43.65,1958,0,0,125800,148900,188600,62800,143,316,492,349,368,23.6,22.2,12.6,0,0,4.2,77,68.43,93.23,94.76,13.4,995,0.56,0,1
5.58,9.99,21.07,24.73,0.51,0.92,1.94,2.27,86.4,2.04,4.2,3.32,2.76,2.94,2.14,81.95,1.16,33.13,3,188,96.18,76.78,0,29.79,1957,0.55,0.33,136100,160100,186600,50500,475,573,698,223,644,24.1,24.4,16.4,0,0,9.2,66.56,69.16,81.89,95.02,3.6,3599.6,2.16,0,1
3.43,6.37,11.76,14.22,0.06,0.12,0.22,0.27,94.8,0.66,3.48,2.23,2.33,2.62,1.78,73.37,0.54,48.57,3,158,96.69,65.22,0.63,38.61,1945,0.61,0,43200,52100,63000,19800,273,322,371,98,382,27,20.3,14.7,5,0,1.88,90.4,66.53,94.07,95.54,1.5,7221.1,18.13,0,1
13.18,23.09,30.95,45.38,1.26,2.21,2.96,4.34,85.41,1.91,5.43,4.74,3.12,3.1,3.23,82.47,3.79,10.02,3,802,93.5,83.04,1.12,40.65,1978,0.46,0.39,60900,79000,109600,48700,456,544,628,172,706,22.6,21.7,12.4,0,0,9.56,54.32,45.31,63.01,89.19,24,1505.1,1.1,0,1
12.67,22.95,33.11,43.45,2.66,4.82,6.95,9.12,69.73,5.1,9.84,7.97,3.15,3.11,3.23,71.41,9.62,30.82,3,269,97.81,72.18,0,6.69,1970,0.83,0.44,187600,225500,268700,81100,605,728,898,293,793,29.8,24.8,11.3,32,0,20.99,52.02,51.63,75.8,90.92,14.5,2617.6,3.49,0,2
15.91,15.91,23.48,30.3,0.15,0.15,0.23,0.29,97.61,0.56,1.92,1.24,2.22,2.3,2.06,69.54,0.47,48.6,3,514,92.26,67.16,1.95,44.94,1953,4.28,0.38,47500,61100,78800,31300,211,276,346,135,350,23.1,15.7,11.4,6,0,0.97,79.27,59.3,87.59,93.21,5.4,2517.5,1.83,0,1
19.26,31.01,42.47,53.56,4.34,6.98,9.56,12.06,72.86,4.55,5.4,3.35,2.42,2.56,2.28,51.74,8.4,59.72,2,2493,95.09,48.9,0.24,9.39,1967,0.82,0.29,259000,332700,407600,148600,624,728,905,281,784,25.3,22.6,10.9,0,0,22.51,38.84,44.71,72.49,83.33,22.7,5167.9,2.58,3.48,1
5.54,7.12,9.93,21.44,0.15,0.19,0.27,0.58,94.69,0.7,4.78,3.14,2.34,2.38,2.29,58.08,5.19,54.84,2,2085,89.3,57.17,3.31,35.88,1974,7.77,0.45,43800,62900,89100,45300,190,294,387,197,392,26.4,21.5,12.6,39,0,2.71,44.47,46.16,73.34,83.65,29.9,1406.2,0.14,8.4,2
11.42,24.4,31.71,37.53,1.27,2.72,3.54,4.18,87.06,1.59,3.54,2.54,2.5,2.58,2.19,82.93,1.18,44.2,3,449,93.81,80.53,1.78,13.14,1980,0.63,0.1,198100,275600,381500,183400,698,895,1001,303,943,24.6,26.9,13.5,1,0,11.15,46.39,43.55,74.39,83.65,26.9,666.1,5.52,0,1
11.18,19.07,26.55,31.29,0.7,1.2,1.67,1.97,91.55,0.96,2.64,1.66,2.24,2.39,1.97,68.4,1.45,48.82,3,11445,83.42,64.14,0.08,23.68,1977,1.24,0.12,84800,115200,174600,89800,433,525,644,211,597,27.4,23,11.7,0,0,6.28,17.1,41.15,70.8,72.76,191,681,1.1,5.2,1
10.15,17.95,20.17,24.5,0.64,1.13,1.27,1.54,91.71,1.29,5.44,4.58,3,3.1,2.17,91.56,0.7,23.15,3,104,97.63,88.34,2.88,35.58,1957,0.16,0.25,170600,204800,247100,76500,360,613,807,447,734,28.6,24,14.9,0,0,6.29,69.31,74.42,84.47,96.53,7.3,1760.6,2.88,0,1
13.33,19.26,27.82,43.63,0.84,1.22,1.76,2.76,79.29,4.04,5.85,4.21,2.67,2.86,2.37,66.76,6.17,44.47,3,5284,86.26,62.49,4.14,35.75,1972,8.02,0.4,39100,62300,90800,51700,214,285,388,174,368,22.6,20.1,12.8,60,6,6.33,67.66,44.82,75.44,91.46,68.2,1311.3,0.11,2.61,1
11.43,16.69,25.51,34.81,1.07,1.56,2.39,3.26,86.57,1.21,3.92,2.65,2.6,2.97,1.78,78.56,1.15,42.35,3,798,91.94,68.75,0.25,44.99,1981,0.43,0.26,121900,176700,261400,139500,505,566,657,152,640,25.1,24.2,13.1,0,0,9.37,36.24,41.85,66.65,79.76,12,2043.5,11.32,0,1
18.92,43.24,47.03,47.03,0.29,0.66,0.72,0.72,96.75,0.18,3.59,3.17,3.03,3.04,2.93,84.76,0.74,11.3,3,245,94.15,84.24,0,19.59,1978,0.43,0.36,82900,96500,120200,37300,433,491,586,153,616,26.6,21.6,12.8,0,0,1.53,51.27,54.29,72.28,83.26,9.5,1277.9,0,0,1
6.06,10.44,15.44,25.83,1.29,2.21,3.28,5.48,26.26,15.46,14.02,11.23,3.23,3.3,3.11,62.84,17.36,49.67,3,1226,88.53,61.47,5.87,48.86,1968,11.89,1.51,27200,43600,61800,34600,147,240,334,187,319,27.7,20.2,12.8,0,0,21.25,62.7,58.92,81.31,91.35,15.3,2007.4,0.53,0,1
19.94,30.92,33.82,39.6,0.57,0.88,0.97,1.13,92.62,1.23,8.56,6.59,2.78,2.87,2.54,75.12,2.33,33.84,3,206,95.42,72.71,0,36.89,1965,2.71,0,55300,71500,93200,37900,267,313,367,100,377,22.6,20,11.3,0,0,2.87,66.61,55.42,79.91,89.5,3.2,3745.4,2.3,0,1
8.45,18.31,18.31,19.72,0.04,0.1,0.1,0.1,93.99,0.04,14.7,11.67,3.15,3.31,2.88,66.54,5.98,37.1,3,294,93.25,63.39,1.02,28.23,1972,5.86,0,54200,68200,87600,33400,202,269,338,136,341,28.1,20.2,12.4,6,0,0.53,72.05,48.95,64.01,84.28,11.6,1160.5,0.16,0,1
1.43,4.39,16.81,19.58,0.07,0.22,0.83,0.96,83.09,1.28,2.9,1.84,2.29,2.54,1.96,62.8,1.24,56.5,2,716,92.52,56.64,0.7,45.95,1954,4.12,1.11,63400,79500,97500,34100,259,342,415,156,386,26.2,20,13.5,0,0,4.91,76.46,56.77,84.22,91.75,57.4,371.7,0.39,0,1
12.05,15.17,21.52,28.12,1.25,1.57,2.23,2.91,86.54,1.99,2.28,1.32,2.16,2.3,2.04,50.82,2.59,62.58,2,574,92.75,47.78,0.52,15.33,1954,0.64,0.48,205300,262000,335900,130600,560,670,892,332,730,30.7,26.5,12.2,0,0,10.35,47.74,49.82,72.94,86.74,2.9,5596.2,1.75,0,1
16.84,24.18,30.54,37.28,0.78,1.12,1.42,1.73,69.31,4.88,8.93,4.13,2.4,2.91,2.17,38.29,8.08,70.26,2,1074,90.17,31.6,1.86,26.82,1975,5.38,0.6,39700,58200,85500,45800,271,337,415,144,398,35.1,20.6,13.5,12,1,4.65,71.31,28.03,47.87,93.05,18.1,1591.5,2.35,0,1
10.72,20.04,30.23,50.79,0.39,0.73,1.1,1.85,91.13,1.53,5.27,4.58,3.02,3,3.08,77.17,5.32,25.74,3,387,92.99,77.58,1.81,40.05,1981,5.6,0.23,57900,78800,111800,53900,284,349,479,195,491,26.5,24.1,13.3,0,0,3.63,63.18,38.61,70.27,86.94,40.1,389.2,0,0,2
0.61,13.78,20.81,23.27,0.03,0.76,1.14,1.28,93.66,0.51,4.44,3.68,2.94,3,2.45,90.68,0.68,19.22,3,396,94.5,88.82,1.26,41.67,1964,0.46,0.15,181400,228500,295200,113800,410,626,902,492,820,28.3,24.2,14.1,0,0,5.48,52.25,59.71,84.36,88.58,59.8,347.3,0.94,0,1
16.52,25,31.25,49.33,0.41,0.62,0.77,1.22,88.25,1.67,7.6,5.73,2.75,2.73,2.8,58.9,6.66,48.27,3,661,90.53,59.51,3.48,38.88,1963,11.27,0.14,42400,61900,87400,45000,238,337,403,165,421,26.5,20.7,14.4,0,0,2.47,77.25,48.84,76.69,92.76,32.3,562.6,0.22,0,2
1.85,4.76,4.76,4.76,0.05,0.13,0.13,0.13,88.39,1.48,6.89,5.24,2.86,2.84,2.93,75.75,5.28,48.83,3,240,95.26,76.3,9.58,54.17,1956,5.03,0.14,28100,36400,45500,17400,226,278,328,102,399,23.6,14.6,13.7,0,0,2.74,66.36,59.77,85.98,92.72,8.6,1617.7,0.8,0,2
18.02,25.49,30.64,37.19,1.56,2.21,2.65,3.22,88.63,1.69,4.95,3.37,2.66,2.81,2.48,58.9,4,47.93,3,506,96.36,55.84,0.2,12.85,1978,1.23,0.64,153700,184000,226800,73100,538,634,760,222,694,30.5,27.9,12.5,12,2,8.66,58.69,33.52,63.81,88.94,6.6,5470.8,2.85,0,2
4.43,8.29,10.98,14.26,0.24,0.44,0.59,0.76,91.34,1.08,4.72,3.91,3.03,3.09,2.6,89.02,1.12,25.3,3,294,95.58,87.2,1.02,18.71,1977,0.82,0.08,109000,132600,167000,58000,466,536,625,159,607,21.4,23.9,12.3,0,0,5.36,75.92,45.2,69.05,93.82,14.5,1335,6.95,0,1
14.28,17.45,21.96,30.93,0.71,0.86,1.09,1.53,93.21,0.98,3.56,2.29,2.43,2.53,2.34,50.8,4.24,60.13,2,620,95.56,48.78,2.74,15.48,1971,4.46,0.04,75200,91500,119000,43800,321,398,470,149,467,24.5,19.9,12,7,5,4.95,50.36,36.99,72.72,85.32,20.4,1622,3.3,0,1
13.3,18.37,36.7,53.76,0.63,0.87,1.74,2.55,89.57,2.34,4.25,2.99,2.61,2.91,2.29,57.74,4.74,46.59,3,2041,89.65,51.87,0.15,24.4,1982,4.37,0.06,65400,81600,96800,31400,352,406,491,139,486,23.8,23.1,13.2,0,0,4.76,50.16,32.41,55.33,81.64,37.3,1246.5,0.18,0,1
15.56,26.61,30.29,39.83,0.42,0.71,0.81,1.07,94.86,0.91,4.55,3.08,2.54,2.62,2.47,50.71,4.96,58.46,2,674,96.28,49.29,2.23,17.21,1969,5.24,0.29,40100,51000,65300,25200,292,362,424,132,423,28.3,20.2,13.4,50,5,2.67,50.07,37.26,74.78,85.24,13.9,3210,4.04,0,1
16.55,22.96,31,38.69,0.96,1.33,1.79,2.24,79.52,4.14,5.48,3.9,2.63,2.74,2.5,56.3,5.75,43.33,3,588,89.8,54.08,0.85,40.14,1977,7.65,0.29,48700,67900,90300,41600,206,280,368,162,369,24,22.7,14.8,0,0,5.78,69.09,40.9,66.91,90.23,13.9,1065,0.26,0,1
5.55,8.77,12.98,12.98,0.19,0.31,0.46,0.46,95.37,0.61,5.34,4.29,2.84,2.93,2.26,89.08,2.57,22.82,3,161,98.58,86.29,1.24,31.68,1956,0.93,0,50800,59700,69100,18300,353,414,477,124,470,26.3,16.5,12.4,0,0,3.51,78.96,71.01,93.46,96.7,6.1,5244.7,0.26,0,1
8.09,12.9,15.17,21.99,0.69,1.1,1.29,1.88,91.54,0.88,4.66,3.61,2.84,3.05,2.22,80.43,1.2,34.18,3,224,96.5,74.98,1.34,28.12,1969,0.65,0.11,168600,207700,257900,89300,475,634,793,318,762,26,23.5,14.3,0,0,8.53,48.78,59.53,84.85,86.89,17.4,1008.2,2.52,0,1
2.95,7.07,8.06,21.81,0.03,0.07,0.08,0.23,96.7,0.5,3.71,2.67,2.5,2.65,2.26,65.38,2.01,41.07,3,1506,92.7,61.73,1.79,32.07,1969,4.98,0.41,48000,66000,92800,44800,193,277,344,151,351,22.6,16.1,11.8,9,0,1.04,69.2,47.3,76.45,86.06,48.9,996.4,0.18,0,1
20.71,22.65,24.92,33.01,0.37,0.4,0.44,0.59,96.94,0.4,4.29,2.75,2.33,2.45,2.21,53.37,2.85,52.11,2,760,90.53,50.78,4.87,39.34,1964,11.76,0.31,41900,55600,74500,32600,141,234,326,185,335,26.8,21.9,13.4,0,2,1.78,70.68,49.06,76.84,85.4,10.6,1639.9,0.35,0,2
17.33,26.03,37.64,43.18,0.67,1.01,1.46,1.68,94.33,0.7,3.68,2.56,2.46,2.64,2.21,63.99,2.74,41,3,4769,92.97,59.76,1.36,21.74,1968,4.74,0.25,58000,78200,109200,51200,258,329,412,154,405,23.3,16.4,11.7,296,39,3.89,54.34,49.73,76.06,82.45,170.3,938.2,0.06,4.96,2
5.6,7.84,10.24,13.6,0.05,0.07,0.1,0.13,97.01,0.24,3.85,2.58,2.42,2.56,2.17,68.98,2.06,50.61,2,1986,93.16,65.42,7.75,50.2,1955,4.04,0.33,27900,39800,56100,28200,191,250,305,114,326,25.6,16.2,13.5,9,4,0.94,78.16,56.66,87.62,93.38,62.7,1059.3,1.37,4.35,2
40.14,51.61,51.61,51.61,0.78,1,1,1,96.23,0.38,1.18,0.73,2.11,2.23,1.96,60.03,1.04,50.27,2,367,93.38,56.96,1.09,28.88,1965,5.27,0.34,39400,56600,79600,40200,148,206,260,112,265,27.1,18.5,14.1,0,0,1.93,58.09,38.18,58.82,79.47,7.7,1886,0.37,0,1
19.75,26.47,32.23,36.24,1.25,1.67,2.04,2.29,91.38,1.04,3.3,2.1,2.32,2.44,2.15,61.09,2.73,52.29,2,3005,89.29,58.08,2.5,29.68,1974,5.4,0.13,50900,65100,86300,35400,317,391,460,143,467,27.7,20.6,11.8,75,10,6.32,25.04,41.11,66.69,74.18,29.7,2006.1,0.14,0,2
14.93,41.29,44.28,44.28,0.19,0.53,0.57,0.57,96.58,0.32,4.02,2.96,2.63,2.8,2.07,81,0.98,34.17,3,268,95.66,75.95,1.12,30.22,1959,0.98,0.08,58600,71300,92300,33700,284,344,414,130,433,21.9,16.3,11.7,0,0,1.29,80.12,61.39,88.49,94.79,8.7,1780.8,1.02,0,1
17.37,29.01,36.93,45.03,6.1,10.19,12.97,15.81,42.77,23.31,18.71,14.02,3.24,2.87,3.58,42.35,26.49,71.81,2,472,95.24,47.82,3.39,40.89,1971,3.39,1.03,146300,185000,233500,87200,401,557,690,289,625,30.3,27.2,11.9,124,25,35.11,48.17,43.75,82.04,90.61,6.1,5071.6,1.96,0,2
10.44,10.44,13.63,16.81,0.16,0.16,0.2,0.25,95.26,0.51,4.68,3.14,2.49,2.73,2.08,68.6,1.35,44.13,3,539,96.45,62.46,1.48,39.52,1953,2.24,0.35,40500,51700,68700,28200,236,320,387,151,378,25,19.6,12.9,5,0,1.5,85.35,55.55,85.67,94.77,13.2,2855.3,0.7,0,1
17.13,22.05,25.65,29.47,2.09,2.69,3.13,3.6,85.06,1.78,4.09,3.4,2.81,2.89,2.28,88.21,1.07,24.66,3,1152,94.35,85.5,0.69,36.02,1975,0.34,0.26,124900,164000,221000,96100,698,857,1000,302,907,24,20.7,12.5,0,0,12.19,65.83,53.25,80.49,89.24,28.3,1926.1,0.26,0,1
23.06,28.84,40.63,49,5.61,7.01,9.88,11.91,70.58,4.74,3.79,3.03,2.79,2.86,2.48,82.6,1.93,23.68,3,174,96.45,80.44,0,44.25,1947,0.4,0.59,247600,353200,500001,252401,668,899,1001,333,961,28,21.8,14.1,0,0,24.31,28.67,67.6,82.55,86.11,4.8,2789.5,12.25,0,1
7.27,13.37,21.59,32.31,0.99,1.81,2.93,4.38,91.07,0.54,4.44,3.28,2.53,2.69,1.96,82.79,1.57,36.97,3,264,96.59,77.79,3.03,50.76,1963,0.28,0.09,131600,162100,197800,66200,326,613,755,429,673,28.7,22.7,13.3,0,0,13.55,51.24,59.13,91.47,92.87,27,722.9,5.62,0,1
0,0,8.89,8.89,0,0,0.06,0.06,95.83,0.5,4.81,3.32,2.48,2.43,2.58,64.57,3.94,47.65,3,786,87.86,65.92,4.33,64.38,1956,12.25,0.97,19200,33000,49500,30300,108,151,205,97,234,33.6,23.3,14.6,0,0,0.63,75.49,63.03,90.59,94.98,9.8,1456,0,0,2
11.36,12.41,18.36,27.8,0.65,0.71,1.05,1.59,84.04,1.17,3.93,3.17,2.87,2.95,2.71,67.41,3.17,21.41,3,174,95.26,65.6,0,47.7,1977,1.23,0,53300,63600,74800,21500,314,401,473,159,485,21.5,20.5,16.9,0,0,5.71,47.54,50.28,75.55,84.89,4.9,2064,0.29,0,1
12.58,18.75,26.39,31.88,0.59,0.88,1.24,1.5,90.83,0.9,3.85,2.63,2.5,2.66,2.3,58.29,2.92,46.72,3,13794,89.08,54.72,1.28,35.47,1973,4.06,0.17,64300,81500,102300,38000,285,358,447,162,412,25.9,22.4,12.2,273,24,4.72,29.51,39.09,66.46,71.5,140.9,2032,1.32,0,1
1.15,6.44,7.59,17.24,0.05,0.25,0.3,0.68,92.92,1.45,7.65,5.61,2.85,3.07,2.52,63.74,4.88,56.89,2,395,90.57,59.12,8.35,58.23,1952,3.48,0.62,90500,112100,134500,44000,364,516,625,261,606,29.7,26.7,18.8,122,1,3.93,66.93,55.83,78.44,92.53,1.1,9947,11,0,2
38.52,53.6,64.34,70.29,3.52,4.89,5.87,6.41,86.48,1.02,3.41,1.47,2.31,2.86,2.13,29.68,6.01,70.3,2,1967,90.09,23.97,0.86,46.72,1977,2.77,0.12,62200,79500,107000,44800,287,356,427,140,428,35.1,21.2,11.8,0,0,9.13,56.56,16.95,31.37,83.92,30.5,1719.2,3.98,0,1
6.04,7.5,14.17,18.65,0.46,0.57,1.08,1.43,90.81,0.4,5.28,4.19,2.81,2.96,1.83,91.26,0.32,23.99,3,107,97.65,86.59,2.8,48.6,1956,0,0,191700,241200,331900,140200,288,509,688,400,525,27.6,22.5,13.5,0,0,7.65,75.79,76.57,88.66,97.1,11.4,1104.7,7.52,0,1
7.46,9.22,12.27,13.84,0.32,0.4,0.53,0.6,94.81,0.7,2.95,2.26,2.64,2.84,1.75,88.01,0.66,32.55,3,396,95.7,81.93,0.25,19.19,1971,0.2,0.09,95400,127200,185400,90000,438,479,525,87,517,25,18.2,14.5,0,0,4.31,73.18,55.97,85.18,93.96,16.5,1433.9,0.25,0,1
17.13,24.3,33.82,43.19,0.58,0.82,1.14,1.46,91.3,0.46,4.24,3.74,3.1,2.97,3.16,28.55,4.24,43.18,3,435,92.86,29.84,0.23,41.38,1969,7.31,0.66,53700,63700,73900,20200,313,364,423,110,399,23,23.7,11.6,0,0,3.37,22.45,15.1,30.33,40.4,15.4,1316.1,0.65,0,1
18.82,23.53,34.35,56.94,1.02,1.28,1.86,3.09,88.07,2.85,4.72,3.44,2.55,2.58,2.47,74.1,4.7,50.24,2,860,87.54,73.22,5,61.16,1956,9.19,0.83,23700,36300,57300,33600,177,238,309,132,325,26,16.3,12.1,0,0,5.42,59.3,56.25,79.91,91.91,9,1748.7,0,0,1
17.53,20.78,26.62,35.71,0.24,0.28,0.36,0.49,96.29,0.85,3.98,2.85,2.67,2.89,2.18,74.73,1.85,47.72,3,264,94.1,69.04,0.38,26.89,1976,1.8,0.16,75700,90100,110600,34900,352,457,544,192,500,24.2,21.8,12.8,0,0,1.36,77.17,42.33,62.65,90.59,14.2,799.1,0.75,0,1
3.32,9.54,9.54,9.54,0.05,0.15,0.15,0.15,93.74,0.59,4.3,2.94,2.42,2.65,1.98,71.56,0.7,38.8,3,311,95.07,65.31,2.89,49.52,1939,1.08,0.29,54200,72900,98700,44500,204,279,360,156,344,20.8,18.3,14.5,0,0,1.56,90.59,72.55,92.44,96.43,9.1,1700.3,1.93,0,1
3.72,5.95,9.67,9.67,0.08,0.13,0.21,0.21,92.93,0.71,8.4,5.73,2.66,2.71,2.58,59.52,5.4,50.91,2,429,91.42,58.36,13.05,50.35,1949,11.18,0.26,17900,25500,34900,17000,209,271,330,121,358,34.6,16.6,15.4,0,0,2.21,69.21,59.01,93.62,95.9,2.8,4356.2,2.94,0,1
28.72,32.66,39.09,42.19,0.42,0.48,0.57,0.62,96.5,0.69,4.58,3.22,2.52,2.77,2.02,72.8,1.28,43.34,3,940,95.8,66.11,3.94,42.23,1952,2.37,0.18,38800,51600,67400,28600,195,255,330,135,315,24.2,16.1,12.1,79,84,1.46,77.04,56.88,84.39,89.32,23.9,2409,1.1,0,1
11.31,15.16,19.79,24.92,0.69,0.92,1.2,1.51,90.82,1.05,6.21,4.29,2.65,2.97,2.15,68.44,1.58,44.98,3,620,95.6,61.1,2.26,30.32,1956,0.76,0.26,151100,172600,198200,47100,514,651,768,254,710,24,22,12.6,0,0,6.07,81.77,63.18,88.94,93.35,13.1,2735.6,3.86,0,1
12.58,19.08,26.22,39.19,1.57,2.38,3.26,4.88,77.44,5.35,8.33,6.75,3.04,3,3.1,64,10.72,41.58,3,494,94.56,64.76,0.4,17,1978,1.08,0.45,100400,127700,149500,49100,326,421,497,171,475,29.2,24.8,12.6,4,0,12.45,59.96,34.52,67.36,92.59,5.8,4562.1,0.3,0,2
7.39,11.88,19.06,30.7,0.39,0.62,1,1.62,58.01,5.4,8.4,6.2,2.83,2.98,2.64,59.5,9.39,51.02,2,10737,89.28,56.59,7.5,39.87,1968,9.23,0.74,40100,56500,77300,37200,230,305,392,162,373,25.7,21.3,12.6,107,11,5.26,74.24,49.89,82.45,92.82,139.8,1841.2,1.86,6.27,2
15.56,26.73,35.36,36.21,0.9,1.55,2.05,2.1,92.56,1.02,5.59,4.6,2.84,2.95,2.1,90.94,0.33,15.01,4,194,95.67,87.77,0,40.72,1939,0,0.16,330700,483500,500001,169301,545,681,1001,456,705,20.2,18,13.6,0,0,5.81,55.62,61.86,84.06,86.65,4,3074.2,26.56,0,1
1.91,3.18,8.27,11.03,0.1,0.17,0.44,0.58,93.17,0.53,3.21,2.37,2.49,2.54,2.21,86.24,0.62,32.69,3,401,94.55,84.5,2.99,55.11,1957,0.39,0.2,127200,159700,204600,77400,421,570,695,274,656,24.7,21.2,11.9,22,0,5.26,62.25,65.22,89.02,93.29,33.9,528.4,0.79,0,1
13.08,17.25,23.92,29.21,1.14,1.5,2.08,2.54,88.12,2.2,4.79,3.44,2.66,2.74,2.49,69.01,3.18,38.4,3,484,97.07,66.91,0.83,23.76,1971,0.98,0.23,168400,204000,252000,83600,491,641,806,315,709,28.2,24.9,11.7,68,24,8.71,60.22,47.18,71.98,92.72,12.8,3386.4,4.26,0,1
2.45,4.9,8.96,17.33,0.13,0.27,0.49,0.95,88.57,0.93,3.35,2.37,2.52,2.71,2.21,66.28,1.3,44.73,3,2051,80.51,61.56,0.49,65.92,1962,1.39,0.19,119700,150400,205400,85700,330,449,567,237,543,27.4,22,12.8,12,0,5.48,57.92,54.66,78.88,80.08,31.2,693,0.45,0,1
20,36.76,36.76,38.92,0.48,0.88,0.88,0.93,94.89,0.71,3.39,2.02,2.17,2.23,2.1,55.25,1.51,34.93,3,11806,37.47,53.73,0.18,70.51,1965,2.57,0.58,130600,176700,263700,133100,433,533,636,203,632,26.7,26,15.6,0,0,2.39,35.21,43.36,64.1,80.2,7.2,2164.1,2.8,0,1
4.13,37.16,40.83,40.83,0.08,0.73,0.8,0.8,94.44,0.31,1.56,1.09,2.38,2.6,1.89,75.28,0.53,37.93,3,196,95.98,68.85,0,27.55,1954,0.15,0.45,81300,101700,131800,50500,328,412,516,188,481,25.3,21.3,11.9,0,0,1.95,84.13,62.88,87.42,93.22,3,3726.5,0.9,0,1
15.95,19.4,19.4,21.55,0.22,0.26,0.26,0.29,96.09,0.27,3.96,2.71,2.57,2.93,2.1,64.26,3.02,53.73,2,405,94.04,56.26,0.49,24.94,1969,2.25,0.12,66700,80000,94600,27900,356,418,494,138,446,26.6,19.1,11.8,21,0,1.35,76.87,47,74.93,92.27,6.8,2510.4,2.26,0,1
